Source,Page number,Order,Week,Type,Lexicality,Orthography,Phonology,Flag for discussion,Notes,Mismatch with CMU Transcription,Coder(s),,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Is a thick book thin?,ɪz ʌ θɪk bʊk θɪn,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can we get wool from sheep?,kæn wi gɛt wʊl fɹʌm ʃip ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Will six cows fit in a car?,wɪl sɪks kaʊz fɪt ɪn ʌ kɑɹ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs.",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can coins sing a song?,kæn kɔɪnz sɪŋ ʌ sɑŋ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Will all shops sell nails?,wɪl ɑl ʃɑps sɛl neɪlz,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can a chicken sit on a chair?,kæn ʌ tʃɪkɪn sɪt ɑn ʌ tʃɛɹ ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can a coach zoom into the air?,kæn ʌ koʊtʃ zum ɪntu ðə ɛɹ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Are the teeth of sharks sharp?,ɑɹ ðə tiθ ʌv ʃɑɹks ʃɑɹp,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Are fingers as long as arms?,ɑɹ fɪŋɚz æz lɑŋ æz ɑɹmz,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example word,Word,fingers,fɪŋɚz,""", is an exception but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",1 - fɪŋgɝz,,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example word,Word,arms,ɑɹmz,""", is an exception but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can a coat hang on a hook?,kæn ʌ koʊt hæŋ ɑn ʌ hʊk,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can a hammer chop wood?,kæn ʌ hæmɚ tʃɑp wʊd,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Will a ship sail on a road?,wɪl ʌ ʃɪp seɪl ɑn ʌ ɹoʊd,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can ducks see fish in rivers?,kæn dʌks si fɪʃ ɪn ɹɪvɚz,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example word,Word,rivers,ɹɪvɚz,""", is an exception but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",1 - ɹɪvɝz,,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example sentence,Word sentence,Can you hear bees buzzing now?,kæn ju hiɹ biz bʌzɪŋ noʊ,Order is unclear,"The subheading only vaguely mentions ""for the end of Phase Three"". It is likely that it will be in weeks 8,9 and 10 after they have learnt all the digraphs",0,YL + EA,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example word,Word,bees,biz,""", is an exception but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Sentences for the end of Phase Three, Yes/no questions suitable for the end of Phase Three",104,44,"14, 15, 16",Rule example word,Word,buzzing,bʌzɪŋ,Order is unclear,,0,,,,,,,
"Phase 3, Suggested timetable for Phase Three - discrete teaching",77,45,15,Tricky word,Word,all,ɑl,,,1 - ɔl,YL + EA,,,,,,
"Phase 3, Suggested timetable for Phase Three - discrete teaching",77,46,16,Tricky word,Word,are,ɑɹ,,,0,YL + EA,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,"17, 18",Rule example word,Word,tent,tɛnt,Order is unclear,"children ""practice reading CVCC words"" in both week 1 and 2 in phase 4",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,belt,bɛlt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,hump,hʌmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,band,bænd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,dent,dɛnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,felt,fɛlt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,gulp,gʌlp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,lamp,læmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,wind,wɪnd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,hump,hʌmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,land,lænd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,nest,nɛst,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,sink,sɪŋk,""", May be exception but is not taught as such",""", n is pronounced ŋ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,link,lɪŋk,""", May be exception but is not taught as such",""", n is pronounced ŋ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,hunt,hʌnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,best,bɛst,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,tilt,tɪlt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,lift,lɪft,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,lost,lɑst,"""","""",1 - lɔst,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,tuft,tʌft,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,damp,dæmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,bust,bʌst,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,camp,kæmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,gift,gɪft,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,kept,kɛpt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,tusk,tʌsk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,limp,lɪmp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,soft,sɑft,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,pond,pɑnd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,husk,hʌsk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,cost,kɑst,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Words using sets 1-7 letters",126,47,17,Rule example word,Word,bank,bæŋk,""", May be exception but is not taught as such",""", n is pronounced ŋ",0,YL,,,,,,
